,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std,std,std,std,std,std,std
,auroc,auroc,brier,brier,calibration_slope,calibration_slope,ece,ece,high_confidence_error,high_confidence_error,sharpness,sharpness,auroc,auroc,brier,brier,calibration_slope,calibration_slope,ece,ece,high_confidence_error,high_confidence_error,sharpness,sharpness
regime,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference,novel,reference
model,,,,,,,,,,,,,,,,,,,,,,,,
Gradient boosting,0.7720034904449086,0.8313648670278164,0.2149475772712488,0.1555767111482381,0.6729180710723307,0.9563378280585944,0.22276408030737826,0.013747175268240944,0.15409555521322277,0.056058384255096946,0.7577500924171602,0.7777371183327518,0.011905276390241299,0.005717080017538815,0.006901360194726671,0.0031868447463246847,0.04445513074058793,0.03391255981695464,0.010794776555059192,0.0036087309215863217,0.016359855710450493,0.006473051641309687,0.004079628413799167,0.003436296240753966
Logistic regression,0.7761056734386831,0.8406167535665597,0.21107794825481618,0.15131882085359788,0.6794288113930702,0.9946466059139988,0.2165044115978784,0.01252792972870113,0.14474223889224525,0.050501733603494206,0.7608674208312278,0.7790641753279325,0.010878806613389587,0.005453287016839331,0.006493039972349523,0.0031262695573627667,0.04380518594917387,0.033396252834877835,0.01102304325293805,0.002160507869617063,0.0160885259013932,0.006202880027752437,0.004306508847816924,0.0034209663461893234
Neural network,0.768173606988318,0.8372880476639347,0.2148417226962295,0.1529970685984265,0.6787864023244776,0.9972360868118926,0.2198843051817967,0.015758731381795003,0.1501556305409643,0.050290015277710064,0.7589095811841359,0.7783395724600796,0.013939434931564946,0.007378883516294855,0.008387966408578683,0.00398467210564034,0.05699281211084237,0.08951146952574877,0.013821647891223109,0.0068658522985738145,0.028963099293525096,0.010867563725961066,0.01610013137320467,0.014194448150097547
Random forest,0.7768129044074717,0.8248705695039892,0.2138666538387887,0.15855935791695044,0.8474706968982044,1.095447647039493,0.24036414607088602,0.01849327948659872,0.15214676443799663,0.050625649858178766,0.7231300985215711,0.7532785961278994,0.010702481445603656,0.005875139965523855,0.005839851146152172,0.0030047139855320956,0.044960336330308735,0.036904563639464,0.010808093337404968,0.004066614425650251,0.023537974767370077,0.007182316287663527,0.0037796146172536615,0.0031581715522394065
