auroc,brier,ece,calibration_slope,sharpness,high_confidence_error,mean_prediction,model,training_n,regime,seed
0.7879507172952842,0.20323753738605513,0.20933896372507904,0.7414852156259529,0.7569107608261235,0.12251392203659507,0.5486610362749209,Logistic regression,8000,novel,1
0.8133673902962877,0.16419767022071527,0.017228800527698342,1.0434920512555554,0.747681834650684,0.06209453197405004,0.3595070368567935,Random forest,8000,reference,1
0.7889413746483788,0.20665432310249146,0.23373173355270277,0.9148776058989443,0.7182465133817428,0.13079470198675497,0.5242682664472973,Random forest,8000,novel,1
0.8203855757832098,0.16133432843320747,0.01627725849781058,0.9268670781488899,0.7720118733790456,0.06625258799171843,0.35786672224395005,Gradient boosting,8000,reference,1
0.7877594607625791,0.20475552470801692,0.2132804660233859,0.7525470245129683,0.754803094231829,0.12740989103101424,0.5447195339766141,Gradient boosting,8000,novel,1
0.8296691863386695,0.15720962670778385,0.018315398738464175,0.945646451339031,0.7752155981181822,0.059322033898305086,0.36508231494101273,Neural network,8000,reference,1
0.7841604156217973,0.20169582180469903,0.2041197546662506,0.7355290767535774,0.7586265408880933,0.1292517006802721,0.5538802453337495,Neural network,8000,novel,1
0.8421459501353713,0.14861824705676535,0.025632374506729113,1.1584229207650896,0.7630305637307329,0.03640588690937258,0.3431561691083796,Logistic regression,250,reference,2
0.7950673265305614,0.2071356057853392,0.23556655090278833,0.8697139927923144,0.7350454010394581,0.1340909090909091,0.5317667824305451,Logistic regression,250,novel,2
0.7950571924502682,0.17122635362903127,0.043847165663552595,1.2907853548333326,0.7151552362403428,0.06295399515738499,0.32672652185542717,Random forest,250,reference,2
0.7843845765112685,0.24186991322159945,0.3093316760087822,1.1320798220550996,0.6592945164869315,0.3135593220338983,0.45800165732455117,Random forest,250,novel,2
0.7710918160463414,0.1904748631768488,0.11076528598876183,0.41656809073358064,0.8417700577004067,0.14766483516483517,0.31890191960535685,Gradient boosting,250,reference,2
0.7421840575903849,0.25459013987819973,0.2359022130259718,0.3224853545303356,0.8221650730444543,0.2597609561752988,0.5318031553641912,Gradient boosting,250,novel,2
0.5254734013666057,0.2354576080161058,0.11471038675179626,0.4047283319444234,0.5682475148695436,,0.44305562849416946,Neural network,250,reference,2
0.5233827131757859,0.28054552505669844,0.31623696491795183,0.3839836126442011,0.5681962338793588,,0.45109636841538153,Neural network,250,novel,2
0.8391821671257029,0.14969183780434092,0.016970341421810947,1.0707591524956432,0.7692169709463745,0.04722222222222222,0.3485945404912177,Logistic regression,500,reference,2
0.8044344148230391,0.20066455635676206,0.22616060261672466,0.8622142882355815,0.7444719107587768,0.12275449101796407,0.5411727307166087,Logistic regression,500,novel,2
0.7965848797288492,0.16887106692433235,0.032002344624543995,1.226067284889786,0.7211643220421226,0.04370860927152318,0.3425017734016392,Random forest,500,reference,2
0.7839854903796126,0.2325804553877912,0.29165381388796685,1.127289068598177,0.6736372031097887,0.29107981220657275,0.47567951944536657,Random forest,500,novel,2
0.7912692099581915,0.17463882493247024,0.069793002277118,0.6048822286445106,0.8057712062803933,0.10608773500447627,0.33915322652843133,Gradient boosting,500,reference,2
0.7574223796922572,0.23602592562825575,0.24226007243589198,0.478653287706914,0.780651041803354,0.23085914669783753,0.5250732608974414,Gradient boosting,500,novel,2
0.5645602187046864,0.23438352197257684,0.1273958078848174,0.9876858071403091,0.5622115247591172,,0.45669740133527537,Neural network,500,reference,2
